year,asylum region,origin region,refugees
1960,Middle Africa,Middle Africa,150000.0
1961,Eastern Africa,Eastern Africa,94000.0
1961,Middle Africa,Middle Africa,150000.0
1961,Middle Africa,Eastern Africa,53000.0
1961,Western Africa,Western Africa,5000.0
1962,Eastern Africa,Eastern Africa,94000.0
1962,Middle Africa,Middle Africa,170000.0
1962,Middle Africa,Eastern Africa,53000.0
1962,Western Africa,Western Africa,5000.0
1963,Eastern Africa,Eastern Africa,100000.0
1963,Middle Africa,Middle Africa,175000.0
1963,Middle Africa,Eastern Africa,54000.0
1963,Middle Africa,Northern Africa,8000.0
1963,Western Africa,Western Africa,11000.0
1963,Eastern Africa,Northern Africa,5000.0
1964,Eastern Africa,Middle Africa,55700.0
1964,Eastern Africa,Eastern Africa,148300.0
1964,Middle Africa,Middle Africa,203000.0
1964,Middle Africa,Northern Africa,8300.0
1964,Middle Africa,Eastern Africa,28000.0
1964,Northern Africa,Southern Europe,100.0
1964,Northern Africa,Western Asia,170.0
1964,Northern Africa,Eastern Europe,120.0
1964,Eastern Asia,Eastern Asia,1200000.0
1964,Southern Asia,Eastern Asia,51000.0
1964,South-eastern Asia,South-eastern Asia,10000.0
1964,Western Africa,Western Africa,35000.0
1964,Eastern Africa,Northern Africa,12000.0
1965,Eastern Africa,Middle Africa,44000.0
1965,Eastern Africa,Eastern Africa,150900.0
1965,Middle Africa,Middle Africa,223000.0
1965,Middle Africa,Northern Africa,37560.0
1965,Middle Africa,Eastern Africa,25000.0
1965,Eastern Asia,Eastern Asia,1330000.0
1965,Southern Asia,Eastern Asia,52000.0
1965,South-eastern Asia,South-eastern Asia,15000.0
1965,Western Africa,Western Africa,55000.0
1965,Southern Europe,Southern Europe,22550.0
1965,Southern Europe,Eastern Europe,3270.0
1965,Eastern Africa,Northern Africa,44000.0
1966,Eastern Africa,Middle Africa,62600.0
1966,Eastern Africa,Eastern Africa,156700.0
1966,Southern Asia,Eastern Asia,55000.0
1966,Middle Africa,Middle Africa,316000.0
1966,Middle Africa,Northern Africa,60000.0
1966,Middle Africa,Eastern Africa,24100.0
1966,Southern Europe,Southern Europe,11950.0
1966,Eastern Asia,Eastern Asia,1323810.0
1966,South-eastern Asia,South-eastern Asia,17000.0
1966,Western Africa,Western Africa,61350.0
1966,Southern Europe,Eastern Europe,21240.0
1966,Eastern Africa,Northern Africa,55000.0
1966,Eastern Africa,Southern Africa,570.0
1967,Eastern Africa,Middle Africa,66920.0
1967,Eastern Africa,Eastern Africa,164180.0
1967,Middle Africa,Middle Africa,364000.0
1967,Middle Africa,Northern Africa,61000.0
1967,Middle Africa,Eastern Africa,24100.0
1967,Southern Europe,Southern Europe,27680.0
1967,Southern Asia,Eastern Asia,57180.0
1967,South-eastern Asia,South-eastern Asia,20000.0
1967,Eastern Asia,Eastern Asia,74000.0
1967,Northern Africa,Middle Africa,4400.0
1967,Northern Africa,Eastern Africa,28600.0
1967,Western Africa,Western Africa,59820.0
1967,Southern Europe,Eastern Europe,3270.0
1967,Eastern Africa,Northern Africa,59990.0
1967,Eastern Africa,Southern Africa,680.0
1968,Eastern Africa,Middle Africa,63260.0
1968,Eastern Africa,Eastern Africa,169890.0
1968,Southern Africa,Middle Africa,3460.0
1968,Southern Africa,Western Africa,120.0
1968,Southern Africa,Southern Africa,400.0
1968,Middle Africa,Middle Africa,375000.0
1968,Middle Africa,Northern Africa,84000.0
1968,Middle Africa,Eastern Africa,39100.0
1968,Western Asia,Western Asia,4100.0
1968,Eastern Africa,Northern Africa,91500.0
1968,Middle Africa,Western Africa,40000.0
1968,Southern Europe,Southern Europe,25940.0
1968,Southern Asia,Eastern Asia,62730.0
1968,South-eastern Asia,South-eastern Asia,22000.0
1968,Eastern Asia,Eastern Asia,70000.0
1968,Northern Africa,Middle Africa,7300.0
1968,Northern Africa,Eastern Africa,31000.0
1968,Western Africa,Western Africa,57150.0
1968,Southern Europe,Eastern Europe,3270.0
1968,Eastern Africa,Southern Africa,1670.0
1969,Eastern Africa,Middle Africa,53270.0
1969,Eastern Africa,Eastern Africa,164240.0
1969,Western Africa,Western Africa,71050.0
1969,Middle Africa,Middle Africa,403100.0
1969,Middle Africa,Northern Africa,78900.0
1969,Middle Africa,Eastern Africa,37000.0
1969,Western Asia,Western Asia,4100.0
1969,Eastern Africa,Northern Africa,91500.0
1969,Southern Europe,Southern Europe,25510.0
1969,Southern Asia,Eastern Asia,64140.0
1969,South-eastern Asia,South-eastern Asia,22000.0
1969,Eastern Asia,Eastern Asia,65000.0
1969,Northern Africa,Middle Africa,6350.0
1969,Northern Africa,Eastern Africa,31000.0
1969,Southern Europe,Eastern Europe,3270.0
1969,Western Asia,Southern Europe,500.0
1969,Western Asia,Eastern Europe,180.0
1969,South America,Caribbean,14500.0
1969,Eastern Africa,Southern Africa,1130.0
1970,Eastern Africa,Middle Africa,52490.0
1970,Eastern Africa,Eastern Africa,178370.0
1970,Southern Africa,Middle Africa,4210.0
1970,Middle Africa,Middle Africa,404480.0
1970,Middle Africa,Northern Africa,77670.0
1970,Middle Africa,Eastern Africa,33000.0
1970,Western Asia,Western Asia,200.0
1970,Eastern Africa,Northern Africa,95290.0
1970,Southern Europe,Southern Europe,25210.0
1970,Southern Europe,Eastern Europe,3320.0
1970,Southern Asia,Eastern Asia,64560.0
1970,Eastern Africa,Southern Africa,1240.0
1970,South-eastern Asia,South-eastern Asia,20000.0
1970,Southern Africa,Southern Africa,120.0
1970,Eastern Asia,Eastern Asia,66000.0
1970,Northern Africa,Eastern Europe,520.0
1970,Northern Africa,Southern Europe,680.0
1970,Central America,Caribbean,2200.0
1970,South America,South America,1400.0
1970,Northern Africa,Middle Africa,6490.0
1970,Northern Africa,Eastern Africa,54350.0
1970,Western Africa,Western Africa,67060.0
1970,Western Asia,Southern Europe,540.0
1970,Western Asia,Eastern Europe,460.0
1970,South America,Caribbean,14500.0
1971,South America,South America,4930.0
1971,Eastern Africa,Eastern Africa,178790.0
1971,South America,Caribbean,52300.0
1971,Southern Africa,Middle Africa,8690.0
1971,Southern Africa,Southern Africa,390.0
1971,Middle Africa,Middle Africa,404700.0
1971,Middle Africa,Northern Africa,73300.0
1971,Western Africa,Western Africa,80300.0
1971,Middle Africa,Eastern Africa,24250.0
1971,Western Asia,Western Asia,570.0
1971,Northern Africa,Western Asia,3500.0
1971,Northern Africa,Eastern Africa,55200.0
1971,Northern Africa,Southern Africa,120.0
1971,Eastern Africa,Northern Africa,97970.0
1971,Southern Europe,Southern Europe,1480.0
1971,Southern Asia,Eastern Asia,64110.0
1971,Eastern Africa,Southern Africa,1300.0
1971,Western Africa,Northern Africa,60.0
1971,Eastern Asia,Eastern Asia,70000.0
1971,Northern Africa,Eastern Europe,510.0
1971,Northern Africa,Southern Europe,670.0
1971,Central America,Caribbean,2200.0
1971,Northern Africa,Middle Africa,5000.0
1971,Western Asia,Southern Europe,530.0
1971,Western Asia,Eastern Europe,490.0
1971,Eastern Africa,Middle Africa,46170.0
1971,South-eastern Asia,South-eastern Asia,57000.0
1972,South America,South America,3730.0
1972,Eastern Africa,Middle Africa,53000.0
1972,Eastern Africa,Eastern Africa,288800.0
1972,South America,Caribbean,14250.0
1972,Southern Africa,Middle Africa,4300.0
1972,Southern Africa,Southern Africa,210.0
1972,Middle Africa,Middle Africa,405000.0
1972,Middle Africa,Northern Africa,52970.0
1972,Middle Africa,Eastern Africa,59250.0
1972,Central America,Caribbean,2820.0
1972,Western Asia,Western Asia,250.0
1972,Northern Africa,Western Asia,3500.0
1972,Northern Africa,Eastern Africa,44640.0
1972,Northern Africa,Southern Africa,130.0
1972,Eastern Africa,Northern Africa,75480.0
1972,Southern Europe,Southern Europe,8520.0
1972,Southern Asia,Eastern Asia,65680.0
1972,Eastern Africa,Southern Africa,1450.0
1972,South-eastern Asia,South-eastern Asia,55700.0
1972,Eastern Asia,Eastern Asia,75000.0
1972,Eastern Asia,South-eastern Asia,5000.0
1972,Northern Africa,Eastern Europe,490.0
1972,Northern Africa,Southern Europe,650.0
1972,Northern Africa,Middle Africa,4620.0
1972,Western Africa,Western Africa,82000.0
1972,Western Asia,Southern Europe,520.0
1972,Western Asia,Eastern Europe,510.0
1973,Eastern Africa,Eastern Africa,307040.0
1973,Southern Africa,Middle Africa,4300.0
1973,Southern Africa,Southern Africa,330.0
1973,Middle Africa,Middle Africa,405000.0
1973,Middle Africa,Northern Africa,2000.0
1973,Middle Africa,Eastern Africa,60050.0
1973,Eastern Africa,Northern Africa,11050.0
1973,Southern Europe,Southern Europe,7600.0
1973,Southern Asia,Eastern Asia,66840.0
1973,Eastern Africa,Southern Africa,4020.0
1973,Northern Africa,Eastern Europe,360.0
1973,Northern Africa,Southern Europe,390.0
1973,Northern Africa,Middle Africa,4600.0
1973,Northern Africa,Eastern Africa,46300.0
1973,Western Africa,Western Africa,84000.0
1973,Western Asia,Southern Europe,520.0
1973,Western Asia,Eastern Europe,510.0
1973,Eastern Africa,Middle Africa,57530.0
1973,South-eastern Asia,South-eastern Asia,35000.0
1974,South America,South America,16700.0
1974,Eastern Africa,Eastern Africa,334830.0
1974,Southern Africa,Middle Africa,2210.0
1974,Southern Africa,Southern Africa,460.0
1974,Middle Africa,Middle Africa,460000.0
1974,Middle Africa,Eastern Africa,52300.0
1974,Central America,South America,200.0
1974,Caribbean,South America,1300.0
1974,Caribbean,Caribbean,1000.0
1974,Eastern Africa,Northern Africa,11770.0
1974,Southern Europe,Southern Europe,580.0
1974,South America,Caribbean,800.0
1974,Southern Asia,Eastern Asia,68000.0
1974,Eastern Africa,Southern Africa,4450.0
1974,Northern Africa,Eastern Europe,280.0
1974,Northern Africa,Southern Europe,210.0
1974,Central America,Caribbean,800.0
1974,Northern Africa,Middle Africa,4500.0
1974,Northern Africa,Eastern Africa,49200.0
1974,Western Africa,Western Africa,90000.0
1974,Western Asia,Southern Europe,500.0
1974,Western Asia,Eastern Europe,440.0
1974,Eastern Africa,Middle Africa,60500.0
1975,South America,South America,15660.0
1975,Eastern Africa,Eastern Africa,352220.0
1975,Southern Africa,Middle Africa,1790.0
1975,Southern Africa,Southern Africa,720.0
1975,Southern Africa,Eastern Africa,80.0
1975,Western Africa,Western Africa,346000.0
1975,Middle Africa,Middle Africa,555000.0
1975,Middle Africa,Eastern Africa,49050.0
1975,Northern Africa,South America,350.0
1975,Northern Africa,Northern Africa,20000.0
1975,Eastern Africa,Northern Africa,11000.0
1975,Southern Europe,Southern Europe,510.0
1975,Eastern Africa,Southern Africa,4920.0
1975,Northern Africa,Eastern Europe,250.0
1975,Northern Africa,Southern Europe,140.0
1975,Southern Asia,Eastern Asia,8200.0
1975,South-eastern Asia,South-eastern Asia,76450.0
1975,Northern Africa,Middle Africa,4500.0
1975,Northern Africa,Eastern Africa,91000.0
1975,Western Asia,Southern Europe,500.0
1975,Western Asia,Eastern Europe,440.0
1975,Eastern Africa,Middle Africa,65060.0
1976,Middle Africa,Middle Africa,566340.0
1976,Middle Africa,Southern Africa,5000.0
1976,South America,South America,3130.0
1976,Eastern Africa,Eastern Africa,320260.0
1976,Southern Africa,Middle Africa,120.0
1976,Southern Africa,Southern Africa,2320.0
1976,Southern Africa,Eastern Africa,1100.0
1976,Western Africa,Western Africa,537100.0
1976,Middle Africa,Eastern Africa,43470.0
1976,Northern Africa,South America,760.0
1976,Northern Africa,Northern Africa,35000.0
1976,Northern Africa,Southern Europe,510.0
1976,Northern Africa,Western Asia,3200.0
1976,Eastern Africa,Northern Africa,10600.0
1976,Southern Europe,Southern Europe,450.0
1976,Eastern Africa,Southern Africa,3830.0
1976,South-eastern Asia,South-eastern Asia,83920.0
1976,Northern Africa,Eastern Europe,160.0
1976,Western Africa,Southern Africa,50.0
1976,Southern Asia,Eastern Asia,8300.0
1976,Northern Africa,Middle Africa,4500.0
1976,Northern Africa,Eastern Africa,105600.0
1976,Eastern Africa,Middle Africa,62300.0
1977,Middle Africa,Middle Africa,845000.0
1977,Middle Africa,Southern Africa,10000.0
1977,Western Asia,Eastern Africa,390.0
1977,Eastern Africa,Eastern Africa,886210.0
1977,Southern Africa,Middle Africa,130.0
1977,Southern Africa,Southern Africa,1745.0
1977,Southern Africa,Eastern Africa,4000.0
1977,Middle Africa,Eastern Africa,29300.0
1977,Western Asia,Western Asia,700.0
1977,Northern Africa,South America,2000.0
1977,Northern Africa,Northern Africa,50000.0
1977,Northern Africa,Western Asia,510.0
1977,Northern Africa,Eastern Africa,146030.0
1977,Northern Africa,Eastern Europe,50.0
1977,Northern Africa,Southern Africa,70.0
1977,Eastern Africa,Northern Africa,10850.0
1977,Western Africa,Southern Africa,260.0
1977,Southern Europe,Southern Europe,2410.0
1977,Eastern Asia,South-eastern Asia,600.0
1977,Eastern Africa,Southern Africa,3340.0
1977,South-eastern Asia,South-eastern Asia,254460.0
1977,Western Africa,Western Africa,8000.0
1977,Southern Asia,Eastern Asia,8400.0
1977,Eastern Europe,South America,1000.0
1977,Northern Africa,Middle Africa,4500.0
1977,Eastern Africa,Middle Africa,65140.0
1978,Middle Africa,Middle Africa,820700.0
1978,Middle Africa,Southern Africa,31000.0
1978,Western Asia,Eastern Africa,520.0
1978,Eastern Africa,Middle Africa,62260.0
1978,Eastern Africa,Eastern Africa,1066470.0
1978,Southern Asia,South-eastern Asia,160000.0
1978,Southern Africa,Middle Africa,210.0
1978,Southern Africa,Southern Africa,2290.0
1978,Southern Africa,Eastern Africa,17760.0
1978,South America,Southern Europe,80.0
1978,Middle Africa,Eastern Africa,33000.0
1978,Central America,Central America,140800.0
1978,Caribbean,Central America,4000.0
1978,Caribbean,Caribbean,300.0
1978,Northern Africa,South America,2000.0
1978,Northern Africa,Northern Africa,50000.0
1978,Northern Africa,Western Asia,480.0
1978,Northern Africa,Eastern Africa,266100.0
1978,Eastern Africa,Northern Africa,10850.0
1978,Middle Africa,Western Africa,200.0
1978,Western Africa,Southern Africa,50.0
1978,Southern Europe,Southern Europe,1990.0
1978,Eastern Asia,South-eastern Asia,56390.0
1978,South-eastern Asia,South-eastern Asia,434920.0
1978,Eastern Africa,Southern Africa,6420.0
1978,Western Asia,Northern Africa,50.0
1978,Western Asia,Western Asia,15560.0
1978,Northern Africa,Eastern Europe,150.0
1978,Southern Asia,Eastern Asia,8500.0
1978,Central America,Caribbean,50.0
1978,South-eastern Asia,Southern Europe,4000.0
1978,Melanesia,South-eastern Asia,1000.0
1978,Eastern Europe,South America,1000.0
1978,Northern Africa,Middle Africa,4500.0
1978,Western Africa,Western Africa,5000.0
1978,Southern Europe,South America,130.0
1978,Western Asia,Southern Europe,490.0
1978,Western Asia,Eastern Europe,420.0
1979,Middle Africa,Middle Africa,705700.0
1979,Middle Africa,Southern Africa,36000.0
1979,Western Asia,Eastern Africa,107770.0
1979,Eastern Africa,Middle Africa,61950.0
1979,Eastern Africa,Eastern Africa,1679980.0
1979,Southern Africa,Middle Africa,280.0
1979,Southern Africa,Southern Africa,5980.0
1979,Southern Africa,Eastern Africa,22780.0
1979,Eastern Asia,South-eastern Asia,310620.0
1979,Middle Africa,Eastern Africa,83780.0
1979,Central America,Caribbean,3560.0
1979,Central America,Central America,16600.0
1979,Caribbean,Caribbean,3300.0
1979,Northern Africa,South America,2000.0
1979,Northern Africa,Northern Africa,50000.0
1979,Northern Africa,Western Asia,460.0
1979,Northern Africa,Eastern Africa,346920.0
1979,Eastern Africa,Northern Africa,10850.0
1979,Middle Africa,Western Africa,200.0
1979,Western Africa,Southern Africa,190.0
1979,Southern Europe,Southern Europe,1970.0
1979,South-eastern Asia,South-eastern Asia,349110.0
1979,Southern Asia,Southern Asia,500000.0
1979,Southern Asia,Western Asia,30000.0
1979,Southern Asia,Eastern Africa,100.0
1979,Eastern Africa,Southern Africa,5850.0
1979,Western Asia,Western Asia,16800.0
1979,Western Africa,Eastern Africa,110.0
1979,Southern Asia,Eastern Asia,8600.0
1979,South America,South-eastern Asia,5430.0
1979,Melanesia,South-eastern Asia,1000.0
1979,Eastern Europe,South America,1000.0
1979,Northern Africa,Middle Africa,5500.0
1979,Western Africa,Western Africa,5000.0
1979,Southern Europe,South America,130.0
1980,Middle Africa,Middle Africa,601700.0
1980,Middle Africa,Southern Africa,55000.0
1980,Western Asia,Southern Asia,6500.0
1980,Western Asia,Eastern Africa,108950.0
1980,Eastern Africa,Middle Africa,113750.0
1980,Eastern Africa,Eastern Africa,2473030.0
1980,Central America,Central America,93340.0
1980,Southern Africa,Middle Africa,330.0
1980,Southern Africa,Southern Africa,15660.0
1980,Southern Africa,Eastern Africa,160.0
1980,Eastern Asia,South-eastern Asia,292380.0
1980,Middle Africa,Eastern Africa,184210.0
1980,Central America,Caribbean,700.0
1980,Caribbean,Caribbean,3800.0
1980,Northern Africa,Northern Africa,50000.0
1980,Northern Africa,Eastern Africa,484850.0
1980,Southern Europe,Caribbean,504.0
1980,Eastern Africa,Northern Africa,10850.0
1980,Southern Europe,Southern Europe,2296.0
1980,South-eastern Asia,South-eastern Asia,437530.0
1980,Southern Asia,Southern Asia,1728230.0
1980,Southern Asia,Western Asia,30000.0
1980,Southern Europe,Southern Asia,239.0
1980,Southern Europe,South America,572.0
1980,Southern Europe,Western Asia,134.0
1980,Southern Europe,Eastern Africa,409.0
1980,Southern Europe,Eastern Europe,13499.0
1980,Southern Europe,Eastern Asia,24.0
1980,Southern Europe,Middle Africa,7.0
1980,Southern Europe,Northern Africa,213.0
1980,Southern Europe,Western Africa,4.0
1980,Southern Europe,South-eastern Asia,2617.0
1980,Southern Europe,Northern Europe,1.0
1980,Eastern Africa,Southern Africa,9280.0
1980,Western Asia,Western Asia,16800.0
1980,Northern Africa,Eastern Europe,50.0
1980,Western Africa,Middle Africa,100000.0
1980,Southern Asia,Eastern Asia,8700.0
1980,South America,South America,170.0
1980,South America,Caribbean,490.0
1980,Melanesia,South-eastern Asia,1000.0
1980,Eastern Europe,South America,1000.0
1980,Northern Africa,Middle Africa,9000.0
1980,Western Africa,Western Africa,5000.0
1981,Middle Africa,Middle Africa,602790.0
1981,Middle Africa,Southern Africa,75090.0
1981,Western Asia,Southern Asia,1500.0
1981,Western Asia,Eastern Africa,75700.0
1981,Eastern Africa,Middle Africa,126290.0
1981,Eastern Africa,Eastern Africa,1176130.0
1981,Central America,Central America,309220.0
1981,Southern Africa,Middle Africa,530.0
1981,Southern Africa,Southern Africa,17680.0
1981,Southern Africa,Eastern Africa,190.0
1981,Eastern Asia,South-eastern Asia,282320.0
1981,Middle Africa,Eastern Africa,149540.0
1981,Central America,Caribbean,2700.0
1981,Caribbean,Caribbean,5000.0
1981,Northern Africa,Northern Africa,165000.0
1981,South America,South America,540.0
1981,Eastern Africa,Northern Africa,5350.0
1981,Western Africa,Middle Africa,84680.0
1981,Southern Europe,Southern Europe,2217.0
1981,South-eastern Asia,South-eastern Asia,342570.0
1981,Southern Asia,Southern Asia,3878740.0
1981,Southern Asia,Western Asia,65000.0
1981,Southern Europe,Southern Asia,547.0
1981,Southern Europe,South America,563.0
1981,Southern Europe,Western Asia,227.0
1981,Southern Europe,Eastern Africa,567.0
1981,Southern Europe,Eastern Europe,14328.0
1981,Southern Europe,Eastern Asia,24.0
1981,Southern Europe,Middle Africa,7.0
1981,Southern Europe,Caribbean,4.0
1981,Southern Europe,Northern Africa,237.0
1981,Southern Europe,Western Africa,4.0
1981,Southern Europe,South-eastern Asia,2725.0
1981,Southern Europe,Northern Europe,1.0
1981,Eastern Africa,Southern Africa,6730.0
1981,Western Asia,Western Asia,2200.0
1981,Southern Asia,Eastern Asia,8800.0
1981,Melanesia,South-eastern Asia,150.0
1981,Eastern Europe,South America,1000.0
1981,Northern Africa,Middle Africa,14000.0
1981,Northern Africa,Eastern Africa,539000.0
1981,Western Africa,Western Africa,4000.0
1982,Middle Africa,Middle Africa,458510.0
1982,Middle Africa,Southern Africa,76310.0
1982,Western Asia,Southern Asia,6920.0
1982,Western Asia,Eastern Africa,65810.0
1982,Eastern Africa,Middle Africa,138840.0
1982,Eastern Africa,Eastern Africa,1279700.0
1982,Central America,Central America,297860.0
1982,Eastern Asia,South-eastern Asia,289970.0
1982,Middle Africa,Eastern Africa,83200.0
1982,Caribbean,Caribbean,5000.0
1982,Northern Africa,Northern Africa,165000.0
1982,South America,South America,150.0
1982,South America,Caribbean,650.0
1982,Northern Africa,Western Asia,400.0
1982,Northern Africa,Eastern Africa,634800.0
1982,Eastern Africa,Northern Africa,5350.0
1982,Southern Europe,Eastern Europe,14920.0
1982,Southern Europe,Southern Europe,2124.0
1982,Southern Europe,Southern Asia,1015.0
1982,Southern Europe,Western Asia,2584.0
1982,Southern Europe,South-eastern Asia,2979.0
1982,South-eastern Asia,South-eastern Asia,326380.0
1982,Southern Asia,Southern Asia,4482390.0
1982,Southern Asia,Eastern Africa,60.0
1982,Southern Asia,Western Asia,100000.0
1982,Southern Europe,Middle Africa,13.0
1982,Southern Europe,South America,553.0
1982,Southern Europe,Eastern Africa,697.0
1982,Southern Europe,Eastern Asia,24.0
1982,Southern Europe,Caribbean,4.0
1982,Southern Europe,Northern Africa,271.0
1982,Southern Europe,Western Africa,4.0
1982,Southern Europe,Northern Europe,1.0
1982,Eastern Asia,Eastern Asia,80.0
1982,Eastern Africa,Southern Africa,8620.0
1982,Western Asia,Western Asia,24710.0
1982,Southern Africa,Southern Africa,18500.0
1982,Northern Africa,Southern Europe,50.0
1982,Northern Africa,Eastern Europe,60.0
1982,Central America,South America,2700.0
1982,Western Africa,Western Africa,5360.0
1982,Western Africa,Southern Asia,80.0
1982,Western Africa,Southern Africa,170.0
1982,Western Africa,Middle Africa,4000.0
1982,Southern Asia,Eastern Asia,9800.0
1982,South America,Southern Asia,50.0
1982,South-eastern Asia,Southern Asia,240.0
1982,Melanesia,South-eastern Asia,2200.0
1982,Eastern Europe,South America,1000.0
1982,Northern Africa,Middle Africa,7000.0
1983,Middle Africa,Middle Africa,246800.0
1983,Middle Africa,Southern Africa,76220.0
1983,Western Asia,Southern Asia,8180.0
1983,Western Asia,Eastern Africa,68090.0
1983,Eastern Africa,Middle Africa,159600.0
1983,Eastern Africa,Eastern Africa,1308030.0
1983,Central America,Central America,309860.0
1983,Southern Africa,Southern Africa,18730.0
1983,Southern Africa,Eastern Africa,3200.0
1983,Eastern Asia,South-eastern Asia,294950.0
1983,Western Africa,Western Africa,6940.0
1983,Western Africa,Southern Asia,150.0
1983,Western Africa,South-eastern Asia,120.0
1983,Middle Africa,Eastern Africa,88200.0
1983,South America,Central America,60.0
1983,Caribbean,Caribbean,5000.0
1983,Northern Africa,Northern Africa,165000.0
1983,Northern Africa,Southern Europe,600.0
1983,South America,Caribbean,1150.0
1983,Eastern Africa,Northern Africa,31000.0
1983,Southern Europe,Eastern Africa,913.0
1983,Southern Europe,Southern Europe,2049.0
1983,Southern Europe,Southern Asia,1443.0
1983,Southern Europe,Western Asia,2693.0
1983,Southern Europe,Eastern Europe,14681.0
1983,Southern Europe,South-eastern Asia,3187.0
1983,South-eastern Asia,South-eastern Asia,306300.0
1983,Southern Asia,Southern Asia,4708220.0
1983,Southern Asia,Eastern Africa,60.0
1983,Southern Asia,Western Asia,100000.0
1983,Southern Europe,Middle Africa,32.0
1983,Southern Europe,South America,567.0
1983,Southern Europe,Eastern Asia,24.0
1983,Southern Europe,Caribbean,5.0
1983,Southern Europe,Northern Africa,292.0
1983,Southern Europe,Western Africa,20.0
1983,Southern Europe,Northern Europe,1.0
1983,Southern Europe,Southern Africa,2.0
1983,Western Asia,Western Asia,38810.0
1983,Northern Africa,Eastern Europe,50.0
1983,Eastern Africa,South America,300.0
1983,Eastern Africa,Southern Africa,14460.0
1983,Western Africa,Eastern Africa,50.0
1983,Western Africa,Southern Africa,220.0
1983,Western Africa,Middle Africa,4000.0
1983,Southern Asia,Eastern Asia,10800.0
1983,South America,Southern Asia,60.0
1983,South-eastern Asia,Southern Asia,260.0
1983,Melanesia,South-eastern Asia,1230.0
1983,Eastern Europe,South America,1000.0
1983,Northern Africa,Middle Africa,6000.0
1983,Northern Africa,Eastern Africa,684000.0
1983,Western Asia,Eastern Europe,70.0
1984,Middle Africa,Middle Africa,351510.0
1984,Middle Africa,Southern Africa,79000.0
1984,Western Asia,Southern Asia,13300.0
1984,Western Asia,Eastern Africa,112710.0
1984,Eastern Africa,Middle Africa,151310.0
1984,Eastern Africa,Eastern Africa,1351290.0
1984,Western Africa,Middle Africa,4750.0
1984,Central America,Central America,325830.0
1984,South America,South America,140.0
1984,South America,South-eastern Asia,140.0
1984,Southern Africa,Middle Africa,70.0
1984,Southern Africa,Southern Africa,19910.0
1984,Southern Africa,Eastern Africa,4780.0
1984,Eastern Asia,South-eastern Asia,296297.0
1984,Western Africa,Western Africa,7230.0
1984,Western Africa,Southern Asia,150.0
1984,Western Africa,South-eastern Asia,180.0
1984,Middle Africa,Eastern Africa,53080.0
1984,South America,Central America,70.0
1984,Central America,Caribbean,110.0
1984,Caribbean,Caribbean,5130.0
1984,Northern Africa,Northern Africa,165000.0
1984,South America,Caribbean,1550.0
1984,Eastern Africa,Northern Africa,180000.0
1984,Southern Europe,Eastern Europe,14602.0
1984,Southern Europe,Eastern Africa,1215.0
1984,Southern Europe,Southern Europe,1929.0
1984,Southern Europe,Southern Asia,2036.0
1984,Southern Europe,Western Asia,2770.0
1984,Southern Europe,South-eastern Asia,3389.0
1984,South-eastern Asia,South-eastern Asia,287230.0
1984,Southern Asia,Southern Asia,4407100.0
1984,Northern Europe,South America,60.0
1984,Southern Asia,Western Asia,100000.0
1984,Southern Europe,Middle Africa,46.0
1984,Southern Europe,South America,315.0
1984,Southern Europe,Eastern Asia,24.0
1984,Southern Europe,Caribbean,7.0
1984,Southern Europe,Northern Africa,309.0
1984,Southern Europe,Western Africa,106.0
1984,Southern Europe,Northern Europe,1.0
1984,Southern Europe,Southern Africa,2.0
1984,Eastern Asia,Southern Asia,50.0
1984,Western Asia,Western Asia,30920.0
1984,Western Africa,Northern Africa,60.0
1984,Northern Africa,Southern Europe,60.0
1984,Eastern Africa,South America,250.0
1984,Eastern Africa,South-eastern Asia,70.0
1984,Eastern Africa,Southern Africa,17020.0
1984,Southern Asia,Eastern Asia,11800.0
1984,South America,Southern Asia,60.0
1984,South-eastern Asia,Southern Asia,200.0
1984,Melanesia,South-eastern Asia,10950.0
1984,Eastern Europe,South America,1000.0
1984,Northern Africa,Middle Africa,126000.0
1984,Northern Africa,Eastern Africa,845000.0
1984,Western Africa,Southern Africa,180.0
1985,Middle Africa,Middle Africa,334250.0
1985,Middle Africa,Southern Africa,78400.0
1985,Western Asia,Southern Asia,99470.0
1985,Western Asia,Eastern Africa,133150.0
1985,Western Asia,Western Asia,66110.0
1985,Eastern Africa,Middle Africa,144930.0
1985,Eastern Africa,Eastern Africa,1494740.0
1985,Western Africa,Middle Africa,8670.0
1985,Central America,Central America,285880.0
1985,South America,South America,1390.0
1985,South America,Central America,260.0
1985,South America,South-eastern Asia,90.0
1985,Southern Africa,Middle Africa,120.0
1985,Southern Africa,Southern Africa,18960.0
1985,Southern Africa,Eastern Africa,7750.0
1985,Middle Africa,Northern Africa,850.0
1985,Eastern Asia,South-eastern Asia,294077.0
1985,Western Africa,Western Africa,8520.0
1985,Western Africa,Southern Asia,310.0
1985,Western Africa,South-eastern Asia,200.0
1985,Middle Africa,Eastern Africa,38000.0
1985,Caribbean,South America,800.0
1985,Caribbean,Caribbean,6000.0
1985,Northern Africa,South America,100.0
1985,Northern Africa,Northern Africa,165000.0
1985,Northern Africa,Western Asia,2000.0
1985,South America,Caribbean,1970.0
1985,Northern Africa,Eastern Africa,1036640.0
1985,Eastern Africa,Northern Africa,180000.0
1985,Southern Europe,Eastern Europe,17044.0
1985,Southern Europe,Eastern Africa,1530.0
1985,Southern Europe,Southern Asia,2569.0
