year,asylum region,origin region,refugees
1994,South-eastern Asia,Western Asia,4.0
1994,South-eastern Asia,Western Africa,1.0
1994,South-eastern Asia,Northern Africa,2.0
1994,South-eastern Asia,Eastern Africa,76.0
1994,Western Europe,Western Africa,598.0
1994,Western Europe,Caribbean,6.0
1994,Western Europe,Northern Europe,8.0
1994,Western Europe,Central Asia,3.0
1994,Western Europe,Central America,19.0
1994,Western Europe,Northern America,2.0
1994,Western Europe,Southern Africa,82.0
1994,South America,Northern Europe,10.0
1994,Melanesia,Middle Africa,5.0
1994,Melanesia,South-eastern Asia,8456.0
1994,Northern Europe,Northern America,14.0
1994,Northern Europe,Western Europe,8.0
1994,Northern Europe,Northern Europe,140.0
1994,Southern Africa,Western Africa,61.0
1994,Western Asia,Western Africa,2.0
1994,Middle Africa,Southern Africa,1.0
1994,South-eastern Asia,Eastern Asia,57.0
1994,Central Asia,Eastern Asia,1.0
1994,Southern Africa,Southern Europe,32.0
1994,Eastern Africa,Southern Asia,10.0
1994,Eastern Africa,Southern Europe,37.0
1994,Eastern Africa,Eastern Europe,4.0
1995,Southern Asia,Southern Asia,2862809.0
1995,Southern Asia,Western Asia,596756.0
1995,Southern Asia,Central Asia,19600.0
1995,Middle Africa,Eastern Africa,1232499.0
1995,Middle Africa,Middle Africa,189850.0
1995,Middle Africa,Western Africa,364.0
1995,Southern Europe,Southern Europe,621880.0
1995,Southern Europe,Eastern Asia,173.0
1995,Southern Europe,Western Asia,4576.0
1995,Southern Europe,Southern Asia,3172.0
1995,Southern Europe,Northern Africa,405.0
1995,Western Asia,Southern Europe,6472.0
1995,Western Asia,Southern Asia,42387.0
1995,Western Asia,Western Asia,533114.0
1995,Western Asia,Northern Africa,428.0
1995,Western Asia,Eastern Africa,55631.0
1995,Eastern Africa,Middle Africa,176553.0
1995,Eastern Africa,Eastern Africa,1535878.0
1995,Western Africa,Eastern Africa,975.0
1995,Western Africa,Middle Africa,5874.0
1995,Western Africa,Western Africa,1381968.0
1995,Southern Asia,South-eastern Asia,51297.0
1995,Southern Asia,Eastern Africa,1373.0
1995,Eastern Europe,Southern Asia,717.0
1995,Eastern Europe,Middle Africa,44.0
1995,Eastern Europe,Western Asia,537.0
1995,Eastern Europe,Northern Africa,48.0
1995,Eastern Europe,Eastern Africa,128.0
1995,Eastern Europe,Western Africa,14.0
1995,Eastern Europe,Northern Europe,1.0
1995,Eastern Europe,Eastern Europe,34.0
1995,Eastern Europe,Eastern Asia,2.0
1995,Eastern Europe,Southern Europe,8812.0
1995,Eastern Europe,Central Asia,3.0
1995,Caribbean,Caribbean,1006.0
1995,Central America,Central America,72213.0
1995,South America,South America,2210.0
1995,South America,Central America,178.0
1995,South America,Southern Asia,82.0
1995,South America,Eastern Europe,256.0
1995,South America,Southern Europe,133.0
1995,South America,Middle Africa,1417.0
1995,South America,Caribbean,936.0
1995,South America,Western Africa,168.0
1995,South America,Western Asia,101.0
1995,South America,Eastern Africa,21.0
1995,South America,Northern Africa,16.0
1995,South America,South-eastern Asia,57.0
1995,Southern Africa,Middle Africa,7674.0
1995,Southern Africa,Eastern Africa,91046.0
1995,Southern Africa,Northern Africa,7.0
1995,Southern Africa,Southern Africa,14.0
1995,Middle Africa,Northern Africa,121570.0
1995,Northern America,Southern Asia,55501.0
1995,Northern America,Middle Africa,2970.0
1995,Northern America,Southern Europe,40141.0
1995,Northern America,South America,5150.0
1995,Northern America,Western Asia,35411.0
1995,Northern America,Australia and New Zealand,1.0
1995,Northern America,Western Europe,557.0
1995,Northern America,Eastern Africa,48261.0
1995,Northern America,Western Africa,6941.0
1995,Northern America,Eastern Europe,226864.0
1995,Northern America,Central America,17771.0
1995,Northern America,Caribbean,32717.0
1995,Northern America,Southern Africa,152.0
1995,Northern America,Eastern Asia,3938.0
1995,Northern America,Northern Europe,486.0
1995,Northern America,Northern Africa,8305.0
1995,Northern America,Melanesia,222.0
1995,Northern America,South-eastern Asia,248040.0
1995,Northern America,Central Asia,279.0
1995,Northern America,Northern America,233.0
1995,Western Europe,Southern Asia,36223.0
1995,Western Europe,Middle Africa,8916.0
1995,Western Europe,Southern Europe,356237.0
1995,Western Europe,Eastern Europe,7648.0
1995,Western Europe,Northern Africa,1237.0
1995,Western Europe,Eastern Africa,16880.0
1995,Western Europe,Western Asia,31277.0
1995,Western Europe,South-eastern Asia,67455.0
1995,Eastern Asia,Eastern Africa,40.0
1995,Eastern Asia,Southern Asia,10.0
1995,Eastern Asia,South-eastern Asia,295183.0
1995,Eastern Asia,Northern Africa,1.0
1995,Western Africa,South-eastern Asia,254.0
1995,Central America,South America,200.0
1995,Central America,Caribbean,629.0
1995,Caribbean,Eastern Africa,8.0
1995,Caribbean,Southern Africa,13.0
1995,Caribbean,Northern Africa,271.0
1995,Eastern Africa,Western Asia,36.0
1995,Northern Europe,Southern Asia,59432.0
1995,Northern Europe,Southern Europe,99484.0
1995,Northern Europe,South America,13341.0
1995,Northern Europe,Western Asia,59531.0
1995,Northern Europe,Eastern Africa,41685.0
1995,Northern Europe,Western Africa,972.0
1995,Northern Europe,Eastern Europe,12578.0
1995,Northern Europe,Southern Africa,52.0
1995,Northern Europe,Eastern Asia,887.0
1995,Northern Europe,Middle Africa,773.0
1995,Northern Europe,Central America,2038.0
1995,Northern Europe,Caribbean,425.0
1995,Northern Europe,Northern Africa,2557.0
1995,Northern Europe,Central Asia,92.0
1995,Northern Europe,South-eastern Asia,5530.0
1995,Caribbean,South America,6.0
1995,Caribbean,Eastern Europe,2.0
1995,Northern Africa,Northern Africa,166593.0
1995,Northern Africa,Western Africa,27515.0
1995,Northern Africa,Southern Asia,37.0
1995,Northern Africa,Western Asia,436.0
1995,Northern Africa,Eastern Africa,338142.0
1995,Northern Africa,Southern Europe,77.0
1995,Northern Africa,Middle Africa,4417.0
1995,Eastern Africa,Western Africa,67.0
1995,Eastern Africa,Northern Africa,312263.0
1995,Southern Europe,Middle Africa,464.0
1995,Southern Europe,Eastern Africa,10805.0
1995,Southern Europe,Eastern Europe,955.0
1995,Southern Europe,South America,385.0
1995,Southern Europe,Caribbean,668.0
1995,Southern Europe,Western Africa,111.0
1995,Southern Europe,Central America,15.0
1995,Southern Europe,Central Asia,6.0
1995,Southern Europe,South-eastern Asia,635.0
1995,Melanesia,Southern Asia,10.0
1995,Western Europe,South America,3228.0
1995,Western Europe,Western Africa,4893.0
1995,Western Europe,Eastern Asia,1846.0
1995,Western Europe,Caribbean,2478.0
1995,Western Europe,Northern Europe,97.0
1995,Western Europe,Central America,90.0
1995,Western Europe,Central Asia,12.0
1995,Western Europe,Southern Africa,120.0
1995,Western Africa,Eastern Europe,3.0
1995,Western Africa,Northern Africa,115.0
1995,Central America,Middle Africa,4.0
1995,Central America,Western Africa,9.0
1995,Central America,Southern Asia,4.0
1995,Central America,Western Asia,2.0
1995,Central America,Eastern Africa,1.0
1995,Central America,Southern Africa,1.0
1995,Eastern Asia,Western Africa,3.0
1995,South-eastern Asia,South-eastern Asia,146356.0
1995,Southern Asia,Middle Africa,1.0
1995,Southern Asia,Eastern Asia,118005.0
1995,Southern Asia,Southern Europe,7.0
1995,Southern Asia,Western Africa,3.0
1995,Southern Asia,Northern Africa,102.0
1995,Southern Europe,Southern Africa,3.0
1995,Caribbean,Western Africa,1.0
1995,Caribbean,Southern Asia,1.0
1995,Western Asia,Eastern Europe,73.0
1995,Eastern Asia,Eastern Asia,1.0
1995,Central Asia,Southern Asia,9737.0
1995,Central Asia,Eastern Europe,6117.0
1995,Central Asia,Central Asia,39314.0
1995,Eastern Africa,Southern Africa,174.0
1995,South-eastern Asia,Southern Asia,380.0
1995,South-eastern Asia,Western Asia,130.0
1995,South-eastern Asia,Eastern Asia,64.0
1995,Western Africa,Western Asia,24.0
1995,Western Africa,Southern Africa,12.0
1995,Southern Asia,Eastern Europe,1.0
1995,Northern Africa,Eastern Europe,13.0
1995,Northern Africa,South America,1.0
1995,Northern Africa,Caribbean,1.0
1995,South-eastern Asia,Southern Europe,18.0
1995,South-eastern Asia,Middle Africa,5.0
1995,South-eastern Asia,Eastern Africa,179.0
1995,Southern Africa,South-eastern Asia,1.0
1995,Western Africa,Eastern Asia,2.0
1995,Western Europe,Melanesia,34.0
1995,Western Europe,Polynesia,3.0
1995,Western Europe,Northern America,2.0
1995,Australia and New Zealand,Southern Asia,164.0
1995,Australia and New Zealand,Southern Europe,135.0
1995,Australia and New Zealand,Eastern Asia,4.0
1995,Australia and New Zealand,Eastern Europe,83.0
1995,Australia and New Zealand,Eastern Africa,545.0
1995,Australia and New Zealand,Western Africa,7.0
1995,Australia and New Zealand,Central America,26.0
1995,Australia and New Zealand,Western Asia,859.0
1995,Australia and New Zealand,South-eastern Asia,1500.0
1995,Australia and New Zealand,Northern Africa,11.0
1995,South America,Northern Europe,9.0
1995,South-eastern Asia,Western Africa,3.0
1995,South-eastern Asia,Northern Africa,1.0
1995,Melanesia,South-eastern Asia,9600.0
1995,Western Africa,Southern Asia,10.0
1995,Melanesia,Melanesia,2000.0
1995,Central America,Southern Europe,1.0
1995,Eastern Africa,South-eastern Asia,3.0
1995,Northern Europe,Northern America,14.0
1995,Northern Europe,Western Europe,8.0
1995,Northern Europe,Northern Europe,151.0
1995,Southern Africa,Southern Asia,431.0
1995,Central Asia,Western Asia,303.0
1995,South America,Central Asia,1.0
1995,Central Asia,Eastern Asia,2.0
1995,Southern Africa,Eastern Asia,53.0
1995,Southern Africa,Western Africa,944.0
1995,Eastern Africa,Caribbean,4.0
1995,Eastern Africa,Southern Europe,13.0
1996,Southern Asia,Southern Asia,2856600.0
1996,Southern Asia,Western Asia,580404.0
1996,Southern Asia,Central Asia,18769.0
1996,Middle Africa,Eastern Africa,472494.0
1996,Middle Africa,Middle Africa,188635.0
1996,Middle Africa,Western Africa,507.0
1996,Southern Europe,Southern Europe,787156.0
1996,Southern Europe,Eastern Asia,176.0
1996,Southern Europe,Western Asia,5675.0
1996,Southern Europe,Southern Asia,2839.0
1996,Western Asia,Southern Asia,37855.0
1996,Western Asia,Western Asia,527408.0
1996,Western Asia,Northern Africa,519.0
1996,Western Asia,Eastern Africa,49534.0
1996,Australia and New Zealand,Southern Asia,5524.0
1996,Australia and New Zealand,Southern Europe,23246.0
1996,Australia and New Zealand,Western Asia,11138.0
1996,Australia and New Zealand,Western Europe,25.0
1996,Australia and New Zealand,Eastern Europe,4411.0
1996,Australia and New Zealand,South America,106.0
1996,Australia and New Zealand,Eastern Asia,551.0
1996,Australia and New Zealand,Middle Africa,27.0
1996,Australia and New Zealand,Eastern Africa,4978.0
1996,Australia and New Zealand,Central America,1157.0
1996,Australia and New Zealand,Caribbean,1.0
1996,Australia and New Zealand,Northern Africa,1473.0
1996,Australia and New Zealand,Northern Europe,19.0
1996,Australia and New Zealand,Melanesia,7.0
1996,Australia and New Zealand,Western Africa,26.0
1996,Australia and New Zealand,South-eastern Asia,14222.0
1996,Australia and New Zealand,Central Asia,83.0
1996,Australia and New Zealand,Polynesia,3.0
1996,Australia and New Zealand,Southern Africa,2.0
1996,Western Europe,Southern Europe,449394.0
1996,Western Asia,Central Asia,35682.0
1996,Eastern Africa,Middle Africa,243796.0
1996,Eastern Africa,Eastern Africa,1003299.0
1996,Western Europe,Southern Asia,43993.0
1996,Western Europe,Middle Africa,12586.0
1996,Western Europe,Western Asia,43685.0
1996,Western Europe,Eastern Africa,22410.0
1996,Western Europe,Eastern Europe,15396.0
1996,Western Europe,South America,3596.0
1996,Western Europe,Western Africa,5648.0
1996,Western Europe,South-eastern Asia,67988.0
1996,Western Europe,Northern Europe,412.0
1996,Western Africa,Eastern Africa,1339.0
1996,Western Africa,Middle Africa,5012.0
1996,Western Africa,Western Africa,1328167.0
1996,Southern Asia,South-eastern Asia,31023.0
1996,Southern Asia,Eastern Africa,1258.0
1996,Eastern Europe,Southern Asia,3833.0
1996,Eastern Europe,Middle Africa,363.0
1996,Eastern Europe,Southern Europe,5617.0
1996,Eastern Europe,Western Asia,86678.0
1996,Eastern Europe,Eastern Africa,3118.0
1996,Eastern Europe,Northern Africa,102.0
1996,Eastern Europe,Western Africa,63.0
1996,Eastern Europe,Northern Europe,2891.0
1996,Eastern Europe,Eastern Europe,8381.0
1996,Eastern Europe,Eastern Asia,2.0
1996,Eastern Europe,Central Asia,147564.0
1996,Caribbean,Caribbean,717.0
1996,Caribbean,Western Africa,2.0
1996,Central America,Central America,67281.0
1996,South America,South America,2209.0
1996,South America,Caribbean,985.0
1996,South America,Central America,178.0
1996,South America,Southern Asia,101.0
1996,South America,Eastern Europe,262.0
1996,South America,Southern Europe,182.0
1996,South America,Middle Africa,1367.0
1996,South America,Western Africa,221.0
1996,South America,Western Asia,109.0
1996,South America,Eastern Africa,31.0
1996,South America,Northern Africa,9.0
1996,South America,South-eastern Asia,57.0
1996,Southern Africa,Middle Africa,8869.0
1996,Southern Africa,Eastern Africa,4115.0
1996,Southern Africa,Northern Africa,2.0
1996,Middle Africa,Northern Africa,127455.0
1996,Northern America,Southern Asia,52746.0
1996,Northern America,Middle Africa,3425.0
1996,Northern America,Southern Europe,57680.0
1996,Northern America,South America,5712.0
1996,Northern America,Western Asia,38303.0
1996,Northern America,Australia and New Zealand,1.0
1996,Northern America,Western Europe,617.0
1996,Northern America,Eastern Africa,47047.0
1996,Northern America,Western Africa,8993.0
1996,Northern America,Eastern Europe,171833.0
1996,Northern America,Central America,14399.0
1996,Northern America,Caribbean,34715.0
1996,Northern America,Southern Africa,118.0
1996,Northern America,Eastern Asia,3738.0
1996,Northern America,Northern Europe,598.0
1996,Northern America,Northern Africa,9544.0
1996,Northern America,Melanesia,300.0
1996,Northern America,South-eastern Asia,209820.0
1996,Northern America,Central Asia,604.0
1996,Northern America,Northern America,134.0
1996,Western Europe,Northern Africa,1559.0
1996,Eastern Asia,Eastern Africa,49.0
1996,Eastern Asia,Southern Asia,14.0
1996,Eastern Asia,South-eastern Asia,296658.0
1996,Eastern Asia,Northern Africa,3.0
1996,Western Africa,South-eastern Asia,53.0
1996,Central America,South America,244.0
1996,Central America,Caribbean,779.0
1996,Caribbean,Eastern Africa,15.0
1996,Caribbean,South America,45.0
1996,Caribbean,Middle Africa,3.0
1996,Caribbean,Northern Africa,1595.0
1996,Caribbean,Central America,16.0
1996,Caribbean,Southern Africa,11.0
1996,Western Asia,Southern Europe,2022.0
1996,Eastern Europe,South-eastern Asia,103.0
1996,Eastern Africa,Northern Africa,333143.0
1996,Eastern Africa,Western Asia,36.0
1996,Northern Europe,Southern Asia,50794.0
1996,Northern Europe,Southern Europe,105498.0
1996,Northern Europe,South America,11698.0
1996,Northern Europe,Western Asia,58660.0
1996,Northern Europe,Eastern Africa,46540.0
1996,Northern Europe,Western Africa,1108.0
1996,Northern Europe,Eastern Europe,10816.0
1996,Northern Europe,Southern Africa,49.0
1996,Northern Europe,Eastern Asia,907.0
1996,Northern Europe,Middle Africa,877.0
1996,Northern Europe,Central America,1743.0
1996,Northern Europe,Caribbean,444.0
1996,Northern Europe,Northern Africa,2670.0
1996,Northern Europe,Central Asia,101.0
1996,Northern Europe,South-eastern Asia,4940.0
1996,Caribbean,Southern Asia,3.0
1996,Northern Africa,Northern Africa,167167.0
1996,Northern Africa,Western Africa,25314.0
1996,Northern Africa,Southern Asia,42.0
1996,Northern Africa,Western Asia,4189.0
1996,Northern Africa,Eastern Africa,386975.0
1996,Northern Africa,Southern Europe,84.0
1996,Northern Africa,Middle Africa,4414.0
1996,Southern Europe,Middle Africa,577.0
1996,Southern Europe,Eastern Africa,10794.0
1996,Southern Europe,Eastern Europe,810.0
1996,Southern Europe,South America,374.0
1996,Southern Europe,Western Africa,218.0
1996,Southern Europe,Caribbean,689.0
1996,Southern Europe,Northern Africa,466.0
1996,Southern Europe,Central America,5.0
1996,Southern Europe,Central Asia,6.0
1996,Southern Europe,South-eastern Asia,246.0
1996,Melanesia,Southern Asia,10.0
1996,Western Europe,Eastern Asia,2099.0
1996,Western Europe,Caribbean,2352.0
1996,Western Europe,Central America,92.0
1996,Western Europe,Central Asia,40.0
1996,Western Europe,Southern Africa,108.0
1996,Western Africa,Northern Africa,270.0
1996,Western Africa,Eastern Europe,7.0
1996,Central America,Middle Africa,12.0
1996,Central America,Western Africa,26.0
1996,Central America,Southern Asia,7.0
1996,Central America,Western Asia,3.0
1996,Central America,Eastern Africa,2.0
1996,Central America,Southern Africa,1.0
1996,Eastern Asia,Western Africa,4.0
1996,South-eastern Asia,Northern Africa,4.0
1996,South-eastern Asia,Southern Asia,370.0
1996,South-eastern Asia,South-eastern Asia,147589.0
1996,South-eastern Asia,Western Asia,139.0
1996,South-eastern Asia,Eastern Africa,204.0
1996,Southern Asia,Eastern Asia,118005.0
1996,Southern Asia,Western Africa,6.0
1996,Southern Asia,Northern Africa,85.0
1996,Southern Asia,Southern Europe,6.0
1996,Southern Europe,Southern Africa,3.0
1996,Western Asia,Eastern Europe,153.0
1996,Eastern Asia,Eastern Asia,1.0
1996,Central Asia,Southern Asia,10713.0
1996,Central Asia,Eastern Europe,6173.0
1996,Central Asia,Central Asia,34619.0
1996,Eastern Africa,Southern Africa,44.0
1996,Central Asia,Western Asia,341.0
1996,South-eastern Asia,Eastern Asia,61.0
1996,Western Africa,Western Asia,21.0
1996,Western Africa,Southern Africa,8.0
1996,Northern Africa,Eastern Europe,9.0
1996,Northern Africa,South America,1.0
1996,Northern Africa,Caribbean,1.0
1996,South-eastern Asia,Southern Europe,23.0
1996,South-eastern Asia,Middle Africa,2.0
1996,Southern Africa,Western Africa,2587.0
1996,Southern Africa,South-eastern Asia,1.0
1996,Western Africa,Eastern Asia,2.0
1996,Western Africa,Southern Asia,14.0
1996,Western Europe,Western Europe,1.0
1996,Western Europe,Melanesia,40.0
1996,Western Europe,Polynesia,3.0
1996,Western Europe,Northern America,2.0
1996,Central America,Southern Europe,7.0
1996,Central America,Eastern Europe,12.0
1996,Central America,South-eastern Asia,4.0
1996,South America,Northern Europe,9.0
1996,South-eastern Asia,Western Africa,2.0
1996,Melanesia,South-eastern Asia,10175.0
1996,Eastern Europe,Caribbean,2.0
1996,Eastern Africa,Western Africa,163.0
1996,Melanesia,Melanesia,2000.0
1996,Northern Europe,Northern America,15.0
1996,Northern Europe,Western Europe,8.0
1996,Northern Europe,Northern Europe,154.0
1996,Southern Africa,Southern Asia,2363.0
1996,Central Asia,Middle Africa,1.0
1996,Central Asia,Eastern Africa,2.0
1996,Central Asia,Eastern Asia,4.0
1996,Southern Africa,Eastern Asia,469.0
1996,Eastern Africa,Southern Europe,20.0
1997,Southern Asia,Southern Asia,2845433.0
1997,Southern Asia,Western Asia,572009.0
1997,Middle Africa,Eastern Africa,131779.0
1997,Middle Africa,Middle Africa,187383.0
1997,Middle Africa,Western Africa,435.0
1997,Southern Europe,Western Asia,5123.0
1997,Southern Europe,Southern Europe,710372.0
1997,Western Asia,Southern Asia,30912.0
1997,Western Asia,Eastern Africa,43151.0
1997,Western Asia,Western Asia,506077.0
1997,Western Asia,Northern Africa,712.0
1997,Australia and New Zealand,Southern Asia,6485.0
1997,Australia and New Zealand,Middle Africa,22.0
1997,Australia and New Zealand,Southern Europe,24851.0
1997,Australia and New Zealand,Western Asia,10594.0
1997,Australia and New Zealand,Western Europe,47.0
1997,Australia and New Zealand,Eastern Europe,3069.0
1997,Australia and New Zealand,South America,147.0
1997,Australia and New Zealand,Eastern Asia,634.0
1997,Australia and New Zealand,Eastern Africa,5119.0
1997,Australia and New Zealand,Caribbean,1.0
1997,Australia and New Zealand,Northern Africa,1985.0
1997,Australia and New Zealand,Northern Europe,19.0
1997,Australia and New Zealand,Melanesia,9.0
1997,Australia and New Zealand,Western Africa,51.0
1997,Australia and New Zealand,Central America,713.0
1997,Australia and New Zealand,South-eastern Asia,12338.0
1997,Australia and New Zealand,Central Asia,64.0
1997,Australia and New Zealand,Polynesia,4.0
1997,Australia and New Zealand,Southern Africa,2.0
1997,Western Europe,Southern Europe,373675.0
1997,Western Asia,Central Asia,35702.0
1997,Eastern Africa,Middle Africa,296421.0
1997,Eastern Africa,Eastern Africa,1011289.0
1997,Western Europe,Southern Asia,59889.0
1997,Western Europe,Middle Africa,14799.0
1997,Western Europe,Western Asia,50825.0
1997,Western Europe,Eastern Africa,27660.0
1997,Western Europe,Eastern Europe,14434.0
1997,Western Europe,South America,3096.0
1997,Western Europe,Western Africa,6036.0
1997,Western Europe,South-eastern Asia,64126.0
1997,Western Europe,Northern Europe,433.0
1997,Western Africa,Eastern Africa,1713.0
1997,Western Africa,Western Africa,933610.0
1997,Western Africa,Middle Africa,3854.0
1997,Western Africa,Northern Africa,176.0
1997,Western Africa,Southern Asia,66.0
1997,Western Africa,South-eastern Asia,101.0
1997,Southern Asia,South-eastern Asia,21975.0
1997,Southern Asia,Eastern Africa,1147.0
1997,Eastern Europe,Southern Asia,4292.0
1997,Eastern Europe,Southern Europe,3874.0
1997,Eastern Europe,Middle Africa,500.0
1997,Eastern Europe,Northern Africa,81.0
1997,Eastern Europe,Eastern Africa,3625.0
1997,Eastern Europe,Western Asia,83334.0
1997,Eastern Europe,Western Africa,90.0
1997,Caribbean,Caribbean,719.0
1997,Caribbean,Western Africa,8.0
1997,Central America,Central America,64190.0
1997,South America,Eastern Europe,186.0
1997,South America,South America,853.0
1997,South America,Caribbean,745.0
1997,South America,Southern Asia,154.0
1997,South America,Middle Africa,1449.0
1997,South America,Northern Africa,18.0
1997,South America,Western Africa,325.0
1997,South America,Southern Europe,293.0
1997,South America,Western Asia,131.0
1997,South America,Eastern Africa,40.0
1997,South America,South-eastern Asia,58.0
1997,Southern Africa,Middle Africa,5197.0
1997,Southern Africa,Eastern Africa,4886.0
1997,Southern Africa,South-eastern Asia,2.0
1997,Southern Africa,Western Africa,27.0
1997,Southern Africa,Northern Africa,4.0
1997,Southern Africa,Southern Europe,1.0
1997,Middle Africa,Northern Africa,94060.0
1997,Northern America,Southern Asia,50748.0
1997,Northern America,Middle Africa,3919.0
1997,Northern America,Southern Europe,83754.0
1997,Northern America,South America,5700.0
1997,Northern America,Western Asia,43087.0
1997,Northern America,Caribbean,34771.0
1997,Northern America,Australia and New Zealand,2.0
1997,Northern America,Western Europe,645.0
1997,Northern America,Eastern Africa,45830.0
1997,Northern America,Western Africa,10258.0
1997,Northern America,Eastern Europe,196475.0
1997,Northern America,Southern Africa,91.0
1997,Northern America,Eastern Asia,4607.0
1997,Northern America,Central America,12489.0
1997,Northern America,Northern Europe,675.0
1997,Northern America,Northern Africa,10951.0
1997,Northern America,Melanesia,319.0
1997,Northern America,South-eastern Asia,164503.0
1997,Northern America,Central Asia,927.0
1997,Northern America,Northern America,64.0
1997,Western Europe,Northern Africa,2640.0
1997,Eastern Asia,Eastern Africa,55.0
1997,Eastern Asia,Southern Asia,22.0
1997,Eastern Asia,South-eastern Asia,297505.0
1997,Eastern Asia,Northern Africa,3.0
1997,Western Africa,Western Asia,38.0
1997,South America,Eastern Asia,6.0
1997,South America,Central America,143.0
1997,Central America,Caribbean,882.0
1997,Caribbean,Southern Asia,9.0
1997,Caribbean,Eastern Africa,14.0
1997,Caribbean,South America,16.0
1997,Caribbean,Middle Africa,1.0
1997,Caribbean,Northern Africa,1229.0
1997,Caribbean,Central America,12.0
1997,Caribbean,Southern Africa,3.0
1997,Western Asia,Southern Europe,988.0
1997,Eastern Europe,Eastern Europe,7874.0
1997,Eastern Europe,Caribbean,34.0
1997,Eastern Europe,South-eastern Asia,156.0
1997,Eastern Africa,Western Asia,71.0
1997,Eastern Africa,Western Africa,83.0
1997,Eastern Africa,Northern Africa,254823.0
1997,Northern Europe,Southern Asia,47483.0
1997,Northern Europe,Middle Africa,1130.0
1997,Northern Europe,Southern Europe,129536.0
1997,Northern Europe,Western Asia,62260.0
1997,Northern Europe,Eastern Africa,51802.0
1997,Northern Europe,Western Africa,1376.0
1997,Northern Europe,Eastern Europe,9266.0
1997,Northern Europe,Southern Africa,58.0
1997,Northern Europe,South America,10424.0
1997,Northern Europe,Eastern Asia,1015.0
1997,Northern Europe,Central America,1623.0
1997,Northern Europe,Caribbean,459.0
1997,Northern Europe,Northern Africa,3102.0
1997,Northern Europe,Northern Europe,155.0
1997,Northern Europe,Central Asia,116.0
1997,Northern Europe,South-eastern Asia,4723.0
1997,Caribbean,Eastern Europe,3.0
1997,Northern Africa,Southern Europe,99.0
1997,Northern Africa,Middle Africa,5440.0
1997,Northern Africa,Northern Africa,166697.0
1997,Northern Africa,Western Africa,5820.0
1997,Northern Africa,Eastern Europe,8.0
1997,Northern Africa,Eastern Africa,365823.0
1997,Northern Africa,Western Asia,6836.0
1997,Northern Africa,Southern Asia,60.0
1997,Southern Europe,Southern Asia,2460.0
1997,Southern Europe,Middle Africa,655.0
1997,Southern Europe,Eastern Africa,11495.0
1997,Southern Europe,Eastern Europe,580.0
1997,Southern Europe,South America,390.0
1997,Southern Europe,Eastern Asia,27.0
1997,Southern Europe,Western Africa,241.0
1997,Southern Europe,Caribbean,756.0
1997,Southern Europe,Northern Africa,529.0
1997,Southern Europe,Central America,6.0
1997,Southern Europe,Central Asia,10.0
1997,Southern Europe,South-eastern Asia,213.0
1997,Eastern Africa,Southern Asia,10.0
1997,Eastern Africa,Eastern Europe,1.0
1997,Eastern Africa,Southern Africa,44.0
1997,Western Europe,Eastern Asia,2493.0
1997,Western Europe,Caribbean,2144.0
1997,Western Europe,Central America,75.0
1997,Western Europe,Southern Africa,75.0
1997,Middle Africa,South-eastern Asia,4.0
1997,Western Asia,Western Africa,2.0
1997,Western Asia,Eastern Europe,74.0
1997,Western Africa,Eastern Europe,8.0
1997,Central America,Middle Africa,14.0
1997,Central America,South America,200.0
1997,Central America,Western Africa,36.0
1997,Central America,Western Asia,16.0
1997,Central America,Eastern Africa,4.0
1997,Central America,Southern Africa,1.0
1997,Eastern Asia,Middle Africa,3.0
1997,South-eastern Asia,Eastern Africa,187.0
1997,South-eastern Asia,Southern Asia,386.0
1997,South-eastern Asia,Western Asia,137.0
1997,South-eastern Asia,South-eastern Asia,188975.0
1997,Southern Asia,Eastern Asia,118479.0
1997,Southern Asia,Western Africa,6.0
1997,Southern Asia,Northern Africa,96.0
1997,Southern Asia,Southern Europe,2.0
1997,Southern Europe,Southern Africa,2.0
1997,Eastern Asia,Eastern Asia,1.0
1997,Eastern Asia,Western Asia,1.0
1997,Central Asia,Southern Asia,12541.0
1997,Central Asia,Western Asia,380.0
1997,Central Asia,Eastern Asia,28.0
1997,Central Asia,South-eastern Asia,3.0
1997,Central Asia,Eastern Europe,591.0
1997,Central Asia,Eastern Africa,7.0
1997,Central Asia,Western Africa,4.0
1997,Central Asia,Central Asia,25571.0
1997,South-eastern Asia,Eastern Asia,64.0
1997,Northern Africa,Southern Africa,1.0
1997,Northern Africa,South America,1.0
1997,Northern Africa,Caribbean,1.0
1997,Central America,Southern Asia,31.0
1997,Central America,Southern Europe,9.0
1997,Central America,Eastern Asia,1.0
1997,Central America,Northern Africa,2.0
1997,Central America,Eastern Europe,16.0
1997,Eastern Africa,Caribbean,5.0
1997,South-eastern Asia,Southern Europe,4.0
1997,South-eastern Asia,Middle Africa,10.0
1997,South-eastern Asia,Western Africa,3.0
1997,South-eastern Asia,Northern Africa,1.0
1997,Western Africa,Southern Africa,9.0
1997,Western Europe,Western Europe,2.0
1997,Western Europe,Central Asia,51.0
1997,Western Europe,Melanesia,40.0
1997,Western Europe,Polynesia,3.0
1997,Western Europe,Northern America,6.0
1997,Central America,South-eastern Asia,4.0
1997,South America,Northern Europe,13.0
1997,Melanesia,South-eastern Asia,8198.0
1997,Eastern Europe,Central Asia,142781.0
1997,Eastern Europe,Northern Europe,2698.0
1997,Melanesia,Melanesia,800.0
1997,Northern Europe,Northern America,16.0
